Date, Close/Last, Volume, Open, High, Low
02/04/2020, 1555.5, 328192, 1581.5, 1584.5, 1552.8
02/03/2020, 1582.4, 303458, 1597.8, 1598.5, 1573.2
01/31/2020, 1582.9, 1095, 1573.4, 1589, 1570
01/30/2020, 1589.2, 371286, 1582.4, 1590.7, 1576.8
01/29/2020, 1576, 225389, 1572, 1583, 1567.9
01/28/2020, 1575.8, 191039, 1587.1, 1588.5, 1570.4
01/27/2020, 1583.7, 134423, 1586.1, 1594.7, 1581.6
01/24/2020, 1571.1, 38, 1556.3, 1570.3, 1556.3
01/23/2020, 1571.6, 65319, 1564.7, 1573.7, 1557.5
01/22/2020, 1556.7, 276521, 1557, 1558.9, 1555.2
01/21/2020, 1556.4, 45, 1564.2, 1566.2, 1551
01/17/2020, 1558.8, 108, 1554.1, 1558, 1553.6
01/16/2020, 1550.5, 253076, 1556.6, 1558.2, 1548
01/15/2020, 1554, 297777, 1546.8, 1558.8, 1546.5
01/14/2020, 1544.6, 323782, 1548.6, 1549.5, 1536.4
01/13/2020, 1550.6, 296619, 1563, 1563.1, 1547
01/10/2020, 1557.5, 16, 1551.2, 1558.8, 1545.4
01/09/2020, 1554.3, 354523, 1557.7, 1562.4, 1541
01/08/2020, 1560.2, 787217, 1556.7, 1563.8, 1556.5
01/07/2020, 1574.3, 418145, 1567.4, 1579.2, 1557
01/06/2020, 1568.8, 539023, 1562.7, 1590.9, 1562.3
01/03/2020, 1549.2, 107, 1530.1, 1552.7, 1530.1
01/02/2020, 1528.1, 257867, 1521, 1534, 1519.7
12/31/2019, 1519.5, 301, 1513.8, 1523.4, 1513.8
12/30/2019, 1518.6, 169813, 1515.9, 1519.1, 1513.5
12/27/2019, 1518.1, 194736, 1516.5, 1519.9, 1512.1
12/26/2019, 1514.4, 213592, 1503.9, 1517.4, 1502.1
12/24/2019, 1499.1, 52, 1488.7, 1498.6, 1488.7
12/23/2019, 1488.7, 155802, 1482.4, 1490.1, 1481.2
12/20/2019, 1474.7, 118, 1476.7, 1478.1, 1475.3
12/19/2019, 1478.2, 319, 1475.9, 1478.9, 1473.3
12/18/2019, 1478.7, 190975, 1480.4, 1483.6, 1474.3
12/17/2019, 1480.6, 167359, 1480.6, 1484.9, 1478.4
12/16/2019, 1480.5, 160416, 1480, 1484.5, 1477.4
12/13/2019, 1475.6, 468, 1463.1, 1475.9, 1463.1
12/12/2019, 1472.3, 396657, 1469.5, 1474.9, 1468.2
12/11/2019, 1475, 247053, 1479.1, 1479.9, 1478.7
12/10/2019, 1462.6, 367, 1460.7, 1467.2, 1460.7
12/09/2019, 1464.9, 163682, 1464.1, 1469.8, 1463
12/06/2019, 1459.1, 899, 1475, 1476, 1458.2
12/05/2019, 1483.1, 231844, 1480, 1485.7, 1478
12/04/2019, 1480.2, 311909, 1483.2, 1489.9, 1476.7
12/03/2019, 1478.2, 1460, 1461.6, 1480.4, 1459.5
12/02/2019, 1469.2, 304242, 1470.3, 1471.7, 1459.8
11/29/2019, 1472.7, 259290, 1461.7, 1472.9, 1459.1
11/27/2019, 1453.4, 88164, 1461.1, 1461.9, 1452
11/26/2019, 1467.4, 271754, 1461.3, 1470, 1456.6
11/25/2019, 1463.8, 121238, 1467.5, 1468.9, 1460.7
11/22/2019, 1468.8, 77902, 1470.9, 1480.3, 1468.1
11/21/2019, 1470.5, 73979, 1481.3, 1482.7, 1469.4
11/20/2019, 1470, 31, 1472.6, 1474.5, 1467.3
11/19/2019, 1473.3, 18, 1467.7, 1474.3, 1467.7
11/18/2019, 1471.9, 325033, 1467.8, 1474.4, 1456.6
